scenario,temporal_mode,spatial_mode,scale,dod,replica,customers,dynamic_customers,min_reachability_slack,path
BS,bursty,stationary,20,0.95,4,20,19,20,data/BS/n20/dod95/replica4.json
BS,bursty,stationary,20,0.95,5,20,19,43,data/BS/n20/dod95/replica5.json
BS,bursty,stationary,20,0.95,6,20,19,31,data/BS/n20/dod95/replica6.json
BS,bursty,stationary,20,0.95,7,20,19,42,data/BS/n20/dod95/replica7.json
BS,bursty,stationary,20,0.95,8,20,19,17,data/BS/n20/dod95/replica8.json
BS,bursty,stationary,20,0.95,9,20,19,66,data/BS/n20/dod95/replica9.json
BS,bursty,stationary,50,0.0,0,50,0,134,data/BS/n50/dod0/replica0.json
BS,bursty,stationary,50,0.0,1,50,0,239,data/BS/n50/dod0/replica1.json
BS,bursty,stationary,50,0.0,2,50,0,327,data/BS/n50/dod0/replica2.json
BS,bursty,stationary,50,0.0,3,50,0,144,data/BS/n50/dod0/replica3.json
BS,bursty,stationary,50,0.0,4,50,0,288,data/BS/n50/dod0/replica4.json
BS,bursty,stationary,50,0.0,5,50,0,180,data/BS/n50/dod0/replica5.json
BS,bursty,stationary,50,0.0,6,50,0,99,data/BS/n50/dod0/replica6.json
BS,bursty,stationary,50,0.0,7,50,0,272,data/BS/n50/dod0/replica7.json
BS,bursty,stationary,50,0.0,8,50,0,314,data/BS/n50/dod0/replica8.json
BS,bursty,stationary,50,0.0,9,50,0,280,data/BS/n50/dod0/replica9.json
BS,bursty,stationary,50,0.2,0,50,10,34,data/BS/n50/dod20/replica0.json
BS,bursty,stationary,50,0.2,1,50,10,52,data/BS/n50/dod20/replica1.json
BS,bursty,stationary,50,0.2,2,50,10,41,data/BS/n50/dod20/replica2.json
BS,bursty,stationary,50,0.2,3,50,10,43,data/BS/n50/dod20/replica3.json
BS,bursty,stationary,50,0.2,4,50,10,28,data/BS/n50/dod20/replica4.json
BS,bursty,stationary,50,0.2,5,50,10,23,data/BS/n50/dod20/replica5.json
BS,bursty,stationary,50,0.2,6,50,10,50,data/BS/n50/dod20/replica6.json
BS,bursty,stationary,50,0.2,7,50,10,48,data/BS/n50/dod20/replica7.json
BS,bursty,stationary,50,0.2,8,50,10,23,data/BS/n50/dod20/replica8.json
BS,bursty,stationary,50,0.2,9,50,10,63,data/BS/n50/dod20/replica9.json
BS,bursty,stationary,50,0.5,0,50,25,19,data/BS/n50/dod50/replica0.json
BS,bursty,stationary,50,0.5,1,50,25,38,data/BS/n50/dod50/replica1.json
BS,bursty,stationary,50,0.5,2,50,25,47,data/BS/n50/dod50/replica2.json
BS,bursty,stationary,50,0.5,3,50,25,26,data/BS/n50/dod50/replica3.json
BS,bursty,stationary,50,0.5,4,50,25,28,data/BS/n50/dod50/replica4.json
BS,bursty,stationary,50,0.5,5,50,25,13,data/BS/n50/dod50/replica5.json
BS,bursty,stationary,50,0.5,6,50,25,40,data/BS/n50/dod50/replica6.json
BS,bursty,stationary,50,0.5,7,50,25,30,data/BS/n50/dod50/replica7.json
BS,bursty,stationary,50,0.5,8,50,25,73,data/BS/n50/dod50/replica8.json
BS,bursty,stationary,50,0.5,9,50,25,21,data/BS/n50/dod50/replica9.json
BS,bursty,stationary,50,0.8,0,50,40,51,data/BS/n50/dod80/replica0.json
BS,bursty,stationary,50,0.8,1,50,40,2,data/BS/n50/dod80/replica1.json
BS,bursty,stationary,50,0.8,2,50,40,28,data/BS/n50/dod80/replica2.json
BS,bursty,stationary,50,0.8,3,50,40,30,data/BS/n50/dod80/replica3.json
BS,bursty,stationary,50,0.8,4,50,40,40,data/BS/n50/dod80/replica4.json
BS,bursty,stationary,50,0.8,5,50,40,30,data/BS/n50/dod80/replica5.json
BS,bursty,stationary,50,0.8,6,50,40,29,data/BS/n50/dod80/replica6.json
BS,bursty,stationary,50,0.8,7,50,40,15,data/BS/n50/dod80/replica7.json
BS,bursty,stationary,50,0.8,8,50,40,41,data/BS/n50/dod80/replica8.json
BS,bursty,stationary,50,0.8,9,50,40,16,data/BS/n50/dod80/replica9.json
BS,bursty,stationary,50,0.9,0,50,45,14,data/BS/n50/dod90/replica0.json
BS,bursty,stationary,50,0.9,1,50,45,11,data/BS/n50/dod90/replica1.json
BS,bursty,stationary,50,0.9,2,50,45,40,data/BS/n50/dod90/replica2.json
BS,bursty,stationary,50,0.9,3,50,45,37,data/BS/n50/dod90/replica3.json
BS,bursty,stationary,50,0.9,4,50,45,41,data/BS/n50/dod90/replica4.json
BS,bursty,stationary,50,0.9,5,50,45,48,data/BS/n50/dod90/replica5.json
BS,bursty,stationary,50,0.9,6,50,45,41,data/BS/n50/dod90/replica6.json
BS,bursty,stationary,50,0.9,7,50,45,27,data/BS/n50/dod90/replica7.json
BS,bursty,stationary,50,0.9,8,50,45,4,data/BS/n50/dod90/replica8.json
BS,bursty,stationary,50,0.9,9,50,45,19,data/BS/n50/dod90/replica9.json
BS,bursty,stationary,50,0.95,0,50,47,15,data/BS/n50/dod95/replica0.json
BS,bursty,stationary,50,0.95,1,50,47,27,data/BS/n50/dod95/replica1.json
BS,bursty,stationary,50,0.95,2,50,47,40,data/BS/n50/dod95/replica2.json
BS,bursty,stationary,50,0.95,3,50,47,48,data/BS/n50/dod95/replica3.json
BS,bursty,stationary,50,0.95,4,50,47,21,data/BS/n50/dod95/replica4.json
BS,bursty,stationary,50,0.95,5,50,47,7,data/BS/n50/dod95/replica5.json
BS,bursty,stationary,50,0.95,6,50,47,15,data/BS/n50/dod95/replica6.json
BS,bursty,stationary,50,0.95,7,50,47,39,data/BS/n50/dod95/replica7.json
BS,bursty,stationary,50,0.95,8,50,47,47,data/BS/n50/dod95/replica8.json
BS,bursty,stationary,50,0.95,9,50,47,11,data/BS/n50/dod95/replica9.json
BS,bursty,stationary,100,0.0,0,100,0,235,data/BS/n100/dod0/replica0.json
BS,bursty,stationary,100,0.0,1,100,0,107,data/BS/n100/dod0/replica1.json
BS,bursty,stationary,100,0.0,2,100,0,216,data/BS/n100/dod0/replica2.json
BS,bursty,stationary,100,0.0,3,100,0,99,data/BS/n100/dod0/replica3.json
BS,bursty,stationary,100,0.0,4,100,0,234,data/BS/n100/dod0/replica4.json
BS,bursty,stationary,100,0.0,5,100,0,133,data/BS/n100/dod0/replica5.json
BS,bursty,stationary,100,0.0,6,100,0,268,data/BS/n100/dod0/replica6.json
BS,bursty,stationary,100,0.0,7,100,0,217,data/BS/n100/dod0/replica7.json
BS,bursty,stationary,100,0.0,8,100,0,256,data/BS/n100/dod0/replica8.json
BS,bursty,stationary,100,0.0,9,100,0,96,data/BS/n100/dod0/replica9.json
BS,bursty,stationary,100,0.2,0,100,20,36,data/BS/n100/dod20/replica0.json
BS,bursty,stationary,100,0.2,1,100,20,37,data/BS/n100/dod20/replica1.json
BS,bursty,stationary,100,0.2,2,100,20,33,data/BS/n100/dod20/replica2.json
BS,bursty,stationary,100,0.2,3,100,20,66,data/BS/n100/dod20/replica3.json
BS,bursty,stationary,100,0.2,4,100,20,39,data/BS/n100/dod20/replica4.json
BS,bursty,stationary,100,0.2,5,100,20,19,data/BS/n100/dod20/replica5.json
BS,bursty,stationary,100,0.2,6,100,20,50,data/BS/n100/dod20/replica6.json
BS,bursty,stationary,100,0.2,7,100,20,25,data/BS/n100/dod20/replica7.json
BS,bursty,stationary,100,0.2,8,100,20,37,data/BS/n100/dod20/replica8.json
BS,bursty,stationary,100,0.2,9,100,20,25,data/BS/n100/dod20/replica9.json
BS,bursty,stationary,100,0.5,0,100,50,16,data/BS/n100/dod50/replica0.json
BS,bursty,stationary,100,0.5,1,100,50,43,data/BS/n100/dod50/replica1.json
BS,bursty,stationary,100,0.5,2,100,50,44,data/BS/n100/dod50/replica2.json
BS,bursty,stationary,100,0.5,3,100,50,15,data/BS/n100/dod50/replica3.json
BS,bursty,stationary,100,0.5,4,100,50,15,data/BS/n100/dod50/replica4.json
BS,bursty,stationary,100,0.5,5,100,50,33,data/BS/n100/dod50/replica5.json
BS,bursty,stationary,100,0.5,6,100,50,42,data/BS/n100/dod50/replica6.json
BS,bursty,stationary,100,0.5,7,100,50,29,data/BS/n100/dod50/replica7.json
BS,bursty,stationary,100,0.5,8,100,50,20,data/BS/n100/dod50/replica8.json
BS,bursty,stationary,100,0.5,9,100,50,28,data/BS/n100/dod50/replica9.json
BS,bursty,stationary,100,0.8,0,100,80,24,data/BS/n100/dod80/replica0.json
BS,bursty,stationary,100,0.8,1,100,80,7,data/BS/n100/dod80/replica1.json
BS,bursty,stationary,100,0.8,2,100,80,34,data/BS/n100/dod80/replica2.json
BS,bursty,stationary,100,0.8,3,100,80,16,data/BS/n100/dod80/replica3.json
BS,bursty,stationary,100,0.8,4,100,80,9,data/BS/n100/dod80/replica4.json
BS,bursty,stationary,100,0.8,5,100,80,18,data/BS/n100/dod80/replica5.json
BS,bursty,stationary,100,0.8,6,100,80,17,data/BS/n100/dod80/replica6.json
BS,bursty,stationary,100,0.8,7,100,80,10,data/BS/n100/dod80/replica7.json
BS,bursty,stationary,100,0.8,8,100,80,23,data/BS/n100/dod80/replica8.json
BS,bursty,stationary,100,0.8,9,100,80,41,data/BS/n100/dod80/replica9.json
BS,bursty,stationary,100,0.9,0,100,90,6,data/BS/n100/dod90/replica0.json
BS,bursty,stationary,100,0.9,1,100,90,12,data/BS/n100/dod90/replica1.json
BS,bursty,stationary,100,0.9,2,100,90,23,data/BS/n100/dod90/replica2.json
BS,bursty,stationary,100,0.9,3,100,90,23,data/BS/n100/dod90/replica3.json
BS,bursty,stationary,100,0.9,4,100,90,24,data/BS/n100/dod90/replica4.json
BS,bursty,stationary,100,0.9,5,100,90,23,data/BS/n100/dod90/replica5.json
BS,bursty,stationary,100,0.9,6,100,90,31,data/BS/n100/dod90/replica6.json
BS,bursty,stationary,100,0.9,7,100,90,24,data/BS/n100/dod90/replica7.json
BS,bursty,stationary,100,0.9,8,100,90,24,data/BS/n100/dod90/replica8.json
BS,bursty,stationary,100,0.9,9,100,90,11,data/BS/n100/dod90/replica9.json
BS,bursty,stationary,100,0.95,0,100,95,42,data/BS/n100/dod95/replica0.json
BS,bursty,stationary,100,0.95,1,100,95,15,data/BS/n100/dod95/replica1.json
BS,bursty,stationary,100,0.95,2,100,95,9,data/BS/n100/dod95/replica2.json
BS,bursty,stationary,100,0.95,3,100,95,32,data/BS/n100/dod95/replica3.json
BS,bursty,stationary,100,0.95,4,100,95,7,data/BS/n100/dod95/replica4.json
BS,bursty,stationary,100,0.95,5,100,95,9,data/BS/n100/dod95/replica5.json
BS,bursty,stationary,100,0.95,6,100,95,26,data/BS/n100/dod95/replica6.json
BS,bursty,stationary,100,0.95,7,100,95,20,data/BS/n100/dod95/replica7.json
BS,bursty,stationary,100,0.95,8,100,95,10,data/BS/n100/dod95/replica8.json
BS,bursty,stationary,100,0.95,9,100,95,30,data/BS/n100/dod95/replica9.json
BS,bursty,stationary,200,0.0,0,200,0,220,data/BS/n200/dod0/replica0.json
BS,bursty,stationary,200,0.0,1,200,0,216,data/BS/n200/dod0/replica1.json
BS,bursty,stationary,200,0.0,2,200,0,137,data/BS/n200/dod0/replica2.json
BS,bursty,stationary,200,0.0,3,200,0,229,data/BS/n200/dod0/replica3.json
BS,bursty,stationary,200,0.0,4,200,0,253,data/BS/n200/dod0/replica4.json
BS,bursty,stationary,200,0.0,5,200,0,187,data/BS/n200/dod0/replica5.json
BS,bursty,stationary,200,0.0,6,200,0,57,data/BS/n200/dod0/replica6.json
BS,bursty,stationary,200,0.0,7,200,0,249,data/BS/n200/dod0/replica7.json
BS,bursty,stationary,200,0.0,8,200,0,25,data/BS/n200/dod0/replica8.json
BS,bursty,stationary,200,0.0,9,200,0,114,data/BS/n200/dod0/replica9.json
BS,bursty,stationary,200,0.2,0,200,40,20,data/BS/n200/dod20/replica0.json
BS,bursty,stationary,200,0.2,1,200,40,6,data/BS/n200/dod20/replica1.json
BS,bursty,stationary,200,0.2,2,200,40,11,data/BS/n200/dod20/replica2.json
BS,bursty,stationary,200,0.2,3,200,40,39,data/BS/n200/dod20/replica3.json
BS,bursty,stationary,200,0.2,4,200,40,0,data/BS/n200/dod20/replica4.json
BS,bursty,stationary,200,0.2,5,200,40,42,data/BS/n200/dod20/replica5.json
BS,bursty,stationary,200,0.2,6,200,40,3,data/BS/n200/dod20/replica6.json
BS,bursty,stationary,200,0.2,7,200,40,18,data/BS/n200/dod20/replica7.json
BS,bursty,stationary,200,0.2,8,200,40,39,data/BS/n200/dod20/replica8.json
BS,bursty,stationary,200,0.2,9,200,40,10,data/BS/n200/dod20/replica9.json
BS,bursty,stationary,200,0.5,0,200,100,1,data/BS/n200/dod50/replica0.json
BS,bursty,stationary,200,0.5,1,200,100,17,data/BS/n200/dod50/replica1.json
BS,bursty,stationary,200,0.5,2,200,100,2,data/BS/n200/dod50/replica2.json
BS,bursty,stationary,200,0.5,3,200,100,9,data/BS/n200/dod50/replica3.json
BS,bursty,stationary,200,0.5,4,200,100,23,data/BS/n200/dod50/replica4.json
BS,bursty,stationary,200,0.5,5,200,100,0,data/BS/n200/dod50/replica5.json
BS,bursty,stationary,200,0.5,6,200,100,1,data/BS/n200/dod50/replica6.json
BS,bursty,stationary,200,0.5,7,200,100,21,data/BS/n200/dod50/replica7.json
BS,bursty,stationary,200,0.5,8,200,100,10,data/BS/n200/dod50/replica8.json
BS,bursty,stationary,200,0.5,9,200,100,3,data/BS/n200/dod50/replica9.json
BS,bursty,stationary,200,0.8,0,200,160,6,data/BS/n200/dod80/replica0.json
BS,bursty,stationary,200,0.8,1,200,160,16,data/BS/n200/dod80/replica1.json
BS,bursty,stationary,200,0.8,2,200,160,5,data/BS/n200/dod80/replica2.json
BS,bursty,stationary,200,0.8,3,200,160,6,data/BS/n200/dod80/replica3.json
BS,bursty,stationary,200,0.8,4,200,160,12,data/BS/n200/dod80/replica4.json
BS,bursty,stationary,200,0.8,5,200,160,9,data/BS/n200/dod80/replica5.json
BS,bursty,stationary,200,0.8,6,200,160,0,data/BS/n200/dod80/replica6.json
BS,bursty,stationary,200,0.8,7,200,160,3,data/BS/n200/dod80/replica7.json
BS,bursty,stationary,200,0.8,8,200,160,3,data/BS/n200/dod80/replica8.json
BS,bursty,stationary,200,0.8,9,200,160,7,data/BS/n200/dod80/replica9.json
BS,bursty,stationary,200,0.9,0,200,180,7,data/BS/n200/dod90/replica0.json
BS,bursty,stationary,200,0.9,1,200,180,2,data/BS/n200/dod90/replica1.json
BS,bursty,stationary,200,0.9,2,200,180,10,data/BS/n200/dod90/replica2.json
BS,bursty,stationary,200,0.9,3,200,180,6,data/BS/n200/dod90/replica3.json
BS,bursty,stationary,200,0.9,4,200,180,8,data/BS/n200/dod90/replica4.json
BS,bursty,stationary,200,0.9,5,200,180,15,data/BS/n200/dod90/replica5.json
BS,bursty,stationary,200,0.9,6,200,180,1,data/BS/n200/dod90/replica6.json
BS,bursty,stationary,200,0.9,7,200,180,0,data/BS/n200/dod90/replica7.json
BS,bursty,stationary,200,0.9,8,200,180,7,data/BS/n200/dod90/replica8.json
BS,bursty,stationary,200,0.9,9,200,180,4,data/BS/n200/dod90/replica9.json
BS,bursty,stationary,200,0.95,0,200,190,10,data/BS/n200/dod95/replica0.json
BS,bursty,stationary,200,0.95,1,200,190,2,data/BS/n200/dod95/replica1.json
BS,bursty,stationary,200,0.95,2,200,190,11,data/BS/n200/dod95/replica2.json
BS,bursty,stationary,200,0.95,3,200,190,20,data/BS/n200/dod95/replica3.json
BS,bursty,stationary,200,0.95,4,200,190,12,data/BS/n200/dod95/replica4.json
BS,bursty,stationary,200,0.95,5,200,190,15,data/BS/n200/dod95/replica5.json
BS,bursty,stationary,200,0.95,6,200,190,6,data/BS/n200/dod95/replica6.json
BS,bursty,stationary,200,0.95,7,200,190,6,data/BS/n200/dod95/replica7.json
BS,bursty,stationary,200,0.95,8,200,190,11,data/BS/n200/dod95/replica8.json
BS,bursty,stationary,200,0.95,9,200,190,5,data/BS/n200/dod95/replica9.json
BS,bursty,stationary,500,0.0,0,500,0,73,data/BS/n500/dod0/replica0.json
BS,bursty,stationary,500,0.0,1,500,0,138,data/BS/n500/dod0/replica1.json
BS,bursty,stationary,500,0.0,2,500,0,137,data/BS/n500/dod0/replica2.json
BS,bursty,stationary,500,0.0,3,500,0,169,data/BS/n500/dod0/replica3.json
BS,bursty,stationary,500,0.0,4,500,0,189,data/BS/n500/dod0/replica4.json
BS,bursty,stationary,500,0.0,5,500,0,100,data/BS/n500/dod0/replica5.json
BS,bursty,stationary,500,0.0,6,500,0,70,data/BS/n500/dod0/replica6.json
BS,bursty,stationary,500,0.0,7,500,0,145,data/BS/n500/dod0/replica7.json
BS,bursty,stationary,500,0.0,8,500,0,202,data/BS/n500/dod0/replica8.json
BS,bursty,stationary,500,0.0,9,500,0,115,data/BS/n500/dod0/replica9.json
BS,bursty,stationary,500,0.2,0,500,100,13,data/BS/n500/dod20/replica0.json
BS,bursty,stationary,500,0.2,1,500,100,4,data/BS/n500/dod20/replica1.json
BS,bursty,stationary,500,0.2,2,500,100,11,data/BS/n500/dod20/replica2.json
BS,bursty,stationary,500,0.2,3,500,100,3,data/BS/n500/dod20/replica3.json
BS,bursty,stationary,500,0.2,4,500,100,26,data/BS/n500/dod20/replica4.json
BS,bursty,stationary,500,0.2,5,500,100,9,data/BS/n500/dod20/replica5.json
BS,bursty,stationary,500,0.2,6,500,100,12,data/BS/n500/dod20/replica6.json
BS,bursty,stationary,500,0.2,7,500,100,0,data/BS/n500/dod20/replica7.json
BS,bursty,stationary,500,0.2,8,500,100,4,data/BS/n500/dod20/replica8.json
BS,bursty,stationary,500,0.2,9,500,100,6,data/BS/n500/dod20/replica9.json
BS,bursty,stationary,500,0.5,0,500,250,4,data/BS/n500/dod50/replica0.json
BS,bursty,stationary,500,0.5,1,500,250,0,data/BS/n500/dod50/replica1.json
BS,bursty,stationary,500,0.5,2,500,250,8,data/BS/n500/dod50/replica2.json
BS,bursty,stationary,500,0.5,3,500,250,0,data/BS/n500/dod50/replica3.json
BS,bursty,stationary,500,0.5,4,500,250,9,data/BS/n500/dod50/replica4.json
BS,bursty,stationary,500,0.5,5,500,250,10,data/BS/n500/dod50/replica5.json
BS,bursty,stationary,500,0.5,6,500,250,2,data/BS/n500/dod50/replica6.json
BS,bursty,stationary,500,0.5,7,500,250,1,data/BS/n500/dod50/replica7.json
BS,bursty,stationary,500,0.5,8,500,250,4,data/BS/n500/dod50/replica8.json
BS,bursty,stationary,500,0.5,9,500,250,1,data/BS/n500/dod50/replica9.json
BS,bursty,stationary,500,0.8,0,500,400,0,data/BS/n500/dod80/replica0.json
BS,bursty,stationary,500,0.8,1,500,400,0,data/BS/n500/dod80/replica1.json
BS,bursty,stationary,500,0.8,2,500,400,0,data/BS/n500/dod80/replica2.json
BS,bursty,stationary,500,0.8,3,500,400,8,data/BS/n500/dod80/replica3.json
BS,bursty,stationary,500,0.8,4,500,400,1,data/BS/n500/dod80/replica4.json
BS,bursty,stationary,500,0.8,5,500,400,5,data/BS/n500/dod80/replica5.json
BS,bursty,stationary,500,0.8,6,500,400,7,data/BS/n500/dod80/replica6.json
BS,bursty,stationary,500,0.8,7,500,400,1,data/BS/n500/dod80/replica7.json
BS,bursty,stationary,500,0.8,8,500,400,1,data/BS/n500/dod80/replica8.json
BS,bursty,stationary,500,0.8,9,500,400,4,data/BS/n500/dod80/replica9.json
BS,bursty,stationary,500,0.9,0,500,450,6,data/BS/n500/dod90/replica0.json
BS,bursty,stationary,500,0.9,1,500,450,3,data/BS/n500/dod90/replica1.json
BS,bursty,stationary,500,0.9,2,500,450,1,data/BS/n500/dod90/replica2.json
BS,bursty,stationary,500,0.9,3,500,450,4,data/BS/n500/dod90/replica3.json
BS,bursty,stationary,500,0.9,4,500,450,1,data/BS/n500/dod90/replica4.json
BS,bursty,stationary,500,0.9,5,500,450,0,data/BS/n500/dod90/replica5.json
BS,bursty,stationary,500,0.9,6,500,450,3,data/BS/n500/dod90/replica6.json
BS,bursty,stationary,500,0.9,7,500,450,0,data/BS/n500/dod90/replica7.json
BS,bursty,stationary,500,0.9,8,500,450,0,data/BS/n500/dod90/replica8.json
BS,bursty,stationary,500,0.9,9,500,450,5,data/BS/n500/dod90/replica9.json
BS,bursty,stationary,500,0.95,0,500,475,1,data/BS/n500/dod95/replica0.json
BS,bursty,stationary,500,0.95,1,500,475,1,data/BS/n500/dod95/replica1.json
BS,bursty,stationary,500,0.95,2,500,475,3,data/BS/n500/dod95/replica2.json
BS,bursty,stationary,500,0.95,3,500,475,4,data/BS/n500/dod95/replica3.json
BS,bursty,stationary,500,0.95,4,500,475,3,data/BS/n500/dod95/replica4.json
BS,bursty,stationary,500,0.95,5,500,475,5,data/BS/n500/dod95/replica5.json
BS,bursty,stationary,500,0.95,6,500,475,8,data/BS/n500/dod95/replica6.json
BS,bursty,stationary,500,0.95,7,500,475,7,data/BS/n500/dod95/replica7.json
BS,bursty,stationary,500,0.95,8,500,475,0,data/BS/n500/dod95/replica8.json
BS,bursty,stationary,500,0.95,9,500,475,3,data/BS/n500/dod95/replica9.json
BV,bursty,time_varying,20,0.0,0,20,0,280,data/BV/n20/dod0/replica0.json
BV,bursty,time_varying,20,0.0,1,20,0,299,data/BV/n20/dod0/replica1.json
BV,bursty,time_varying,20,0.0,2,20,0,262,data/BV/n20/dod0/replica2.json
BV,bursty,time_varying,20,0.0,3,20,0,87,data/BV/n20/dod0/replica3.json
BV,bursty,time_varying,20,0.0,4,20,0,300,data/BV/n20/dod0/replica4.json
BV,bursty,time_varying,20,0.0,5,20,0,289,data/BV/n20/dod0/replica5.json
BV,bursty,time_varying,20,0.0,6,20,0,268,data/BV/n20/dod0/replica6.json
BV,bursty,time_varying,20,0.0,7,20,0,124,data/BV/n20/dod0/replica7.json
BV,bursty,time_varying,20,0.0,8,20,0,299,data/BV/n20/dod0/replica8.json
BV,bursty,time_varying,20,0.0,9,20,0,269,data/BV/n20/dod0/replica9.json
BV,bursty,time_varying,20,0.2,0,20,4,88,data/BV/n20/dod20/replica0.json
BV,bursty,time_varying,20,0.2,1,20,4,99,data/BV/n20/dod20/replica1.json
BV,bursty,time_varying,20,0.2,2,20,4,122,data/BV/n20/dod20/replica2.json
BV,bursty,time_varying,20,0.2,3,20,4,63,data/BV/n20/dod20/replica3.json
BV,bursty,time_varying,20,0.2,4,20,4,71,data/BV/n20/dod20/replica4.json
BV,bursty,time_varying,20,0.2,5,20,4,96,data/BV/n20/dod20/replica5.json
BV,bursty,time_varying,20,0.2,6,20,4,102,data/BV/n20/dod20/replica6.json
BV,bursty,time_varying,20,0.2,7,20,4,56,data/BV/n20/dod20/replica7.json
BV,bursty,time_varying,20,0.2,8,20,4,78,data/BV/n20/dod20/replica8.json
BV,bursty,time_varying,20,0.2,9,20,4,97,data/BV/n20/dod20/replica9.json
BV,bursty,time_varying,20,0.5,0,20,10,0,data/BV/n20/dod50/replica0.json
BV,bursty,time_varying,20,0.5,1,20,10,69,data/BV/n20/dod50/replica1.json
BV,bursty,time_varying,20,0.5,2,20,10,37,data/BV/n20/dod50/replica2.json
BV,bursty,time_varying,20,0.5,3,20,10,56,data/BV/n20/dod50/replica3.json
BV,bursty,time_varying,20,0.5,4,20,10,55,data/BV/n20/dod50/replica4.json
BV,bursty,time_varying,20,0.5,5,20,10,20,data/BV/n20/dod50/replica5.json
BV,bursty,time_varying,20,0.5,6,20,10,47,data/BV/n20/dod50/replica6.json
BV,bursty,time_varying,20,0.5,7,20,10,54,data/BV/n20/dod50/replica7.json
BV,bursty,time_varying,20,0.5,8,20,10,21,data/BV/n20/dod50/replica8.json
BV,bursty,time_varying,20,0.5,9,20,10,67,data/BV/n20/dod50/replica9.json
BV,bursty,time_varying,20,0.8,0,20,16,43,data/BV/n20/dod80/replica0.json
BV,bursty,time_varying,20,0.8,1,20,16,27,data/BV/n20/dod80/replica1.json
BV,bursty,time_varying,20,0.8,2,20,16,55,data/BV/n20/dod80/replica2.json
BV,bursty,time_varying,20,0.8,3,20,16,73,data/BV/n20/dod80/replica3.json
BV,bursty,time_varying,20,0.8,4,20,16,25,data/BV/n20/dod80/replica4.json
BV,bursty,time_varying,20,0.8,5,20,16,35,data/BV/n20/dod80/replica5.json
BV,bursty,time_varying,20,0.8,6,20,16,60,data/BV/n20/dod80/replica6.json
BV,bursty,time_varying,20,0.8,7,20,16,22,data/BV/n20/dod80/replica7.json
BV,bursty,time_varying,20,0.8,8,20,16,60,data/BV/n20/dod80/replica8.json
BV,bursty,time_varying,20,0.8,9,20,16,24,data/BV/n20/dod80/replica9.json
BV,bursty,time_varying,20,0.9,0,20,18,31,data/BV/n20/dod90/replica0.json
BV,bursty,time_varying,20,0.9,1,20,18,55,data/BV/n20/dod90/replica1.json
BV,bursty,time_varying,20,0.9,2,20,18,13,data/BV/n20/dod90/replica2.json
BV,bursty,time_varying,20,0.9,3,20,18,69,data/BV/n20/dod90/replica3.json
BV,bursty,time_varying,20,0.9,4,20,18,56,data/BV/n20/dod90/replica4.json
BV,bursty,time_varying,20,0.9,5,20,18,29,data/BV/n20/dod90/replica5.json
BV,bursty,time_varying,20,0.9,6,20,18,27,data/BV/n20/dod90/replica6.json
BV,bursty,time_varying,20,0.9,7,20,18,38,data/BV/n20/dod90/replica7.json
BV,bursty,time_varying,20,0.9,8,20,18,58,data/BV/n20/dod90/replica8.json
BV,bursty,time_varying,20,0.9,9,20,18,21,data/BV/n20/dod90/replica9.json
BV,bursty,time_varying,20,0.95,0,20,19,29,data/BV/n20/dod95/replica0.json
BV,bursty,time_varying,20,0.95,1,20,19,15,data/BV/n20/dod95/replica1.json
BV,bursty,time_varying,20,0.95,2,20,19,41,data/BV/n20/dod95/replica2.json
BV,bursty,time_varying,20,0.95,3,20,19,73,data/BV/n20/dod95/replica3.json
BV,bursty,time_varying,20,0.95,4,20,19,20,data/BV/n20/dod95/replica4.json
BV,bursty,time_varying,20,0.95,5,20,19,43,data/BV/n20/dod95/replica5.json
BV,bursty,time_varying,20,0.95,6,20,19,31,data/BV/n20/dod95/replica6.json
BV,bursty,time_varying,20,0.95,7,20,19,42,data/BV/n20/dod95/replica7.json
BV,bursty,time_varying,20,0.95,8,20,19,17,data/BV/n20/dod95/replica8.json
BV,bursty,time_varying,20,0.95,9,20,19,66,data/BV/n20/dod95/replica9.json
BV,bursty,time_varying,50,0.0,0,50,0,134,data/BV/n50/dod0/replica0.json
BV,bursty,time_varying,50,0.0,1,50,0,239,data/BV/n50/dod0/replica1.json
BV,bursty,time_varying,50,0.0,2,50,0,327,data/BV/n50/dod0/replica2.json
BV,bursty,time_varying,50,0.0,3,50,0,144,data/BV/n50/dod0/replica3.json
BV,bursty,time_varying,50,0.0,4,50,0,288,data/BV/n50/dod0/replica4.json
BV,bursty,time_varying,50,0.0,5,50,0,180,data/BV/n50/dod0/replica5.json
BV,bursty,time_varying,50,0.0,6,50,0,99,data/BV/n50/dod0/replica6.json
BV,bursty,time_varying,50,0.0,7,50,0,272,data/BV/n50/dod0/replica7.json
BV,bursty,time_varying,50,0.0,8,50,0,314,data/BV/n50/dod0/replica8.json
BV,bursty,time_varying,50,0.0,9,50,0,280,data/BV/n50/dod0/replica9.json
BV,bursty,time_varying,50,0.2,0,50,10,34,data/BV/n50/dod20/replica0.json
BV,bursty,time_varying,50,0.2,1,50,10,52,data/BV/n50/dod20/replica1.json
BV,bursty,time_varying,50,0.2,2,50,10,41,data/BV/n50/dod20/replica2.json
BV,bursty,time_varying,50,0.2,3,50,10,43,data/BV/n50/dod20/replica3.json
BV,bursty,time_varying,50,0.2,4,50,10,28,data/BV/n50/dod20/replica4.json
BV,bursty,time_varying,50,0.2,5,50,10,23,data/BV/n50/dod20/replica5.json
